w,x,y
5.39,0.9,45.52
2.87,-13.14,-270.27
5.94,-0.47,-55.06
3.64,2.32,41.57
5.22,4.05,91.98
5.18,1.52,50.85
6.05,-9.6,-258.75
5.27,3.4,81.17
3.96,-7.15,-137.54
5.74,-5.71,-145.15
5.06,-11.41,-285.28
5.64,-2.59,-81.7
4.62,-0.49,-40.07
4.15,5.39,96.84
5.23,2.81,70.53
4.35,2.11,47.65
6.29,0.19,47.98
5.09,-4.62,-108.12
3.92,-1.83,-47.08
5.83,-2.44,-82.27
6.03,-4.48,-124.39
4.89,-0.09,-38.83
5.26,7.49,168.44
4.73,-12.51,-311.23
5.28,3.98,91.83
4.96,-1.77,-59.24
4.04,-3.11,-65.05
3.33,-2.58,-48.9
6.43,7.28,193.95
6.33,1.94,74.39
4.66,-7.55,-163.05
5.02,-2.71,-73.71
4.59,5.82,114.35
4.99,-2.47,-69.59
5.36,1.69,55.63
5.91,-1.69,-71.69
7.01,4.01,127.41
3.78,-2.87,-58.13
4.63,3.04,64.84
5.35,0.44,39.54
4.65,-6.81,-145.32
4.54,6.35,124.74
5.28,8.31,190.62
3.59,-0.22,-28.46
4.62,4.92,96.97
3.74,5.24,86.67
6.3,3.57,103.29
4.18,2.44,49.8
5.62,-1.63,-66.7
4.82,-6.53,-142.93
5.26,4.52,101.75
6.1,-0.81,-61.78
4.5,5.12,98.66
3.29,5.19,77.77
5.98,-5.0,-134.44
3.59,-1.44,-39.36
4.96,-2.06,-63.26
4.35,0.88,33.36
4.92,-4.65,-105.65
3.34,-0.23,-26.72
3.36,-1.56,-38.2
5.51,6.94,160.86
5.17,-4.74,-112.24
5.09,3.39,77.82
4.55,3.79,75.52
5.77,3.8,97.58
4.32,0.19,26.34
4.47,3.48,69.14
5.19,-0.55,-46.99
5.35,-5.67,-135.47
4.39,-11.41,-263.83
4.89,-2.69,-71.4
6.67,5.92,164.44
5.05,3.02,71.04
5.23,1.24,47.88
4.6,2.27,53.26
4.9,6.44,134.56
5.65,-2.11,-74.18
4.33,0.91,33.48
4.22,-2.61,-60.61
5.32,-1.14,-55.73
4.1,-2.24,-54.23
4.45,5.69,108.91
5.39,-2.72,-79.82
3.95,-0.39,-32.77
4.48,-5.05,-104.82
5.98,-6.74,-175.69
4.54,7.61,153.71
4.1,5.38,95.86
4.61,-0.41,-39.18
4.49,5.11,98.1
7.71,4.02,143.63
5.29,-6.2,-145.98
5.15,3.55,81.79
6.59,-2.97,-105.57
4.28,-5.56,-110.83
6.9,-9.06,-268.6
6.31,-6.09,-167.72
4.97,6.34,133.85
4.25,-2.36,-57.69
4.52,-3.01,-70.74
3.99,2.15,43.69
3.95,0.89,29.42
3.64,-4.63,-82.47
4.15,9.46,191.16
5.13,3.05,72.8
4.64,-0.26,-37.95
5.54,-6.9,-168.6
6.27,-7.64,-207.45
4.59,-1.13,-46.69
6.6,0.81,60.93
4.53,1.8,46.14
6.78,6.8,190.51
4.24,-7.27,-146.45
7.45,-2.89,-120.92
4.29,0.52,29.14
4.9,5.2,107.97
4.61,-11.21,-264.22
6.75,-2.39,-97.49
4.62,2.87,62.17
6.14,0.84,54.81
4.42,-8.84,-189.94
3.96,-3.1,-63.91
4.78,-1.56,-54.24
4.17,-6.12,-119.88
4.5,-0.34,-37.44
5.93,0.36,45.57
4.22,-9.1,-191.34
2.59,5.52,71.75
5.05,3.38,77.07
5.52,3.6,89.15
5.51,-6.22,-151.67
5.63,0.79,47.22
4.93,1.02,41.44
6.52,8.01,217.12
4.86,4.17,87.57
4.23,-2.45,-58.65
3.0,7.06,107.18
5.41,-1.9,-67.48
5.14,2.33,61.71
4.55,3.35,68.35
6.26,4.16,114.49
6.6,-6.43,-183.69
5.39,-0.51,-48.85
5.22,10.22,244.4
3.54,-5.76,-100.54
5.25,3.28,78.74
5.89,2.82,81.75
6.64,5.49,153.16
4.66,0.71,34.84
5.55,-2.32,-75.87
4.53,5.71,110.73
3.93,5.4,93.05
7.38,2.11,96.21
6.08,5.91,149.72
6.66,-2.87,-104.9
4.36,8.2,163.8
4.7,2.74,61.41
5.84,-0.28,-51.5
5.41,-1.3,-58.95
5.62,1.48,56.38
5.47,12.37,324.4
5.51,-3.43,-93.91
6.58,-2.27,-92.32
7.35,8.01,241.88
2.74,-0.6,-25.15
4.2,0.39,27.05
5.03,-0.03,-39.6
6.01,9.03,232.17
5.09,0.58,38.1
5.62,-1.31,-61.97
5.28,5.5,122.2
5.07,4.92,105.75
5.37,14.92,417.65
5.73,1.78,62.38
4.38,2.81,57.62
5.67,-1.6,-66.84
6.38,4.97,134.77
5.04,3.08,71.92
3.42,-4.47,-76.34
3.87,-3.81,-72.94
4.35,-10.56,-236.49
6.97,0.08,55.79
3.69,-1.54,-41.33
3.31,-1.08,-33.2
7.16,4.04,131.37
4.94,-2.54,-70.06
4.59,3.27,67.8
6.48,6.5,174.42
7.08,-7.72,-233.02
7.23,-7.44,-228.93
4.22,-4.77,-94.87
4.29,-1.66,-49.48
5.72,-7.6,-191.49
6.34,-9.47,-263.82
4.44,-2.11,-56.98
6.95,3.34,111.92
5.46,-7.3,-176.84
5.84,-2.29,-80.05
6.64,-2.51,-97.75
3.91,-0.62,-34.56
4.96,1.29,45.02
4.31,0.94,33.55
4.71,-1.22,-49.21
3.98,2.72,50.95
3.85,7.51,135.09
5.23,8.8,202.96
4.31,0.19,26.27
4.28,-2.25,-56.57
4.42,-3.26,-72.93
3.11,-0.82,-29.47
5.13,-0.82,-49.39
6.06,-10.52,-289.07
5.99,-2.18,-80.69
4.81,-3.0,-75.03
4.31,-4.86,-98.13
3.95,3.69,64.35
4.56,-0.31,-37.76
3.82,-4.52,-83.55
5.84,2.16,70.03
6.34,3.05,94.27
5.43,-1.29,-59.2
5.06,0.65,38.58
3.93,0.26,23.57
4.35,5.8,109.0
3.43,-0.5,-29.39
3.56,3.82,60.5
4.59,-5.49,-115.55
4.65,4.31,86.22
4.12,-1.5,-45.66
5.42,4.52,104.7
6.2,-5.29,-146.08
3.88,7.3,131.03
3.96,-3.49,-69.57
4.29,9.23,188.69
5.38,-1.57,-62.22
5.63,8.57,207.61
3.8,6.25,107.02
6.08,0.63,51.05
4.47,0.33,29.05
4.26,6.24,116.1
6.19,8.26,214.78
3.79,-4.37,-80.64
5.67,-3.52,-98.49
4.55,2.66,57.96
6.67,-2.67,-101.36
5.63,0.04,38.17
5.53,-3.0,-86.8
5.24,-3.26,-86.32
6.37,-0.73,-64.36
5.0,-2.19,-65.71
3.97,-6.54,-124.47
5.03,0.43,35.84
4.32,-4.75,-96.2
5.19,0.8,41.87
4.19,0.43,27.34
4.51,-2.23,-59.43
4.61,8.17,169.23
5.61,5.21,123.0
5.89,2.53,76.87
5.09,-0.5,-45.22
4.46,-12.66,-306.85
3.83,3.54,60.4
5.0,0.67,38.17
4.69,-5.66,-121.2
4.93,-5.77,-128.52
3.04,-2.4,-43.57
5.02,-4.81,-110.75
7.15,3.06,110.29
4.52,9.8,211.13
5.12,0.7,39.79
3.96,-3.29,-66.63
5.53,1.5,55.34
5.28,8.44,194.23
4.59,0.35,30.47
5.88,-5.45,-142.35
5.32,-8.75,-211.82
3.08,8.23,133.94
6.05,-1.72,-74.26
5.15,-5.98,-137.87
4.21,3.42,64.19
5.9,-2.18,-79.19
3.46,-2.03,-44.09
4.49,5.89,113.59
4.4,5.86,111.09
5.01,2.17,57.55
3.56,-7.25,-130.78
5.79,0.86,50.15
5.59,-3.77,-101.61
5.6,-1.19,-60.05
4.46,-3.61,-79.08
6.29,14.68,445.6
4.72,-4.14,-92.49
5.49,-8.48,-209.05
4.42,0.82,33.45
3.23,-0.64,-28.96
4.21,7.46,142.33
4.18,-1.19,-42.85
6.01,-1.58,-71.51
3.66,3.79,61.54
5.2,-6.34,-147.34
4.14,14.04,336.5
6.99,-5.19,-162.42
4.72,-5.87,-126.18
4.25,-2.53,-60.07
6.07,0.59,50.36
5.76,-6.6,-166.66
4.58,-4.1,-89.2
3.47,2.65,43.45
3.6,-2.63,-52.82
5.18,-3.9,-96.52
5.85,10.7,279.92
3.88,-3.78,-72.65
2.86,-5.87,-90.16
4.64,-0.63,-41.79
5.69,1.2,53.45
4.47,-3.44,-76.62
6.1,4.48,117.84
5.63,-1.67,-67.32
5.74,2.63,76.01
4.84,-5.97,-130.84
5.09,1.24,46.08
5.94,-7.22,-187.2
5.18,0.16,34.46
5.07,5.15,110.46
6.33,3.23,97.38
4.63,2.38,55.2
2.94,0.03,14.81
4.44,-0.54,-38.76
4.94,-4.99,-112.69
4.12,9.65,195.37
4.03,-0.21,-31.93
5.7,6.78,161.58
4.24,-1.52,-47.21
3.96,7.69,141.82
5.15,13.1,338.77
4.1,3.31,60.78
6.36,-2.99,-101.48
4.65,3.46,71.89
6.73,-5.72,-168.92
4.26,4.58,84.09
5.33,-3.54,-92.81
3.13,-5.67,-91.29
2.28,7.0,92.23
5.88,-1.63,-70.54
4.99,3.12,71.87
6.08,7.09,179.33
6.1,-2.96,-95.96
5.68,3.77,95.26
5.18,-3.25,-84.93
3.99,10.5,216.04
3.58,5.23,83.62
2.63,6.11,82.4
5.0,-3.36,-83.81
5.67,1.43,56.34
6.6,-2.75,-101.48
5.83,0.53,46.42
4.27,-2.92,-65.63
4.74,9.38,205.31
6.05,0.37,47.2
4.18,1.24,35.44
6.82,-3.53,-121.01
5.9,10.11,262.54
4.44,1.89,46.01
4.68,1.58,45.26
4.27,0.41,27.95
5.97,-7.1,-184.85
5.1,-1.97,-64.07
4.26,-2.38,-58.18
5.53,-4.74,-119.58
4.45,5.89,112.76
7.03,-1.11,-80.36
5.81,-5.9,-151.1
6.35,7.33,193.0
4.83,2.49,59.58
5.51,3.02,78.86
4.54,-6.87,-144.2
5.98,2.36,75.48
4.99,7.29,156.73
5.43,-9.57,-239.09
5.48,-0.05,-44.53
5.35,1.75,56.37
3.42,4.81,73.62
4.18,7.4,139.92
4.53,0.87,35.12
7.25,2.58,102.7
5.9,4.41,112.26
3.82,-8.13,-156.87
7.19,-0.33,-70.5
5.38,4.36,100.87
5.64,6.95,164.47
5.1,-5.46,-125.43
6.45,-5.26,-151.18
4.5,7.38,147.27
4.53,10.66,236.73
4.27,-7.64,-155.72
4.15,3.17,59.61
6.76,-7.4,-214.63
4.59,-0.52,-40.05
6.47,3.72,109.89
5.35,5.35,120.64
3.55,1.39,30.4
7.11,6.64,195.13
2.67,2.86,36.64
4.76,4.63,94.26
4.28,-0.84,-40.22
4.95,-1.62,-57.21
5.82,-5.46,-141.38
5.53,6.38,147.88
5.42,1.64,55.9
4.42,2.22,50.09
5.94,2.62,79.22
3.07,1.61,27.86
4.75,2.28,55.45
6.94,-1.74,-89.45
4.59,12.09,284.35
4.36,9.73,204.38
4.67,-9.12,-204.09
6.44,-0.81,-66.66
4.82,-8.61,-194.22
4.41,2.18,49.37
7.0,-0.61,-71.91
4.78,-3.03,-74.93
4.73,-1.72,-55.65
6.38,-6.64,-183.44
6.02,11.63,317.3
4.37,9.33,193.67
3.45,-2.32,-47.34
6.03,-0.65,-58.68
6.46,-0.29,-59.54
4.51,-0.5,-39.14
5.32,1.42,51.39
4.62,10.44,232.71
5.07,0.77,40.07
6.06,-1.5,-71.05
4.48,3.7,73.0
6.35,0.05,47.04
4.68,-6.72,-144.02
4.44,-5.64,-115.63
5.39,1.38,51.83
4.33,1.88,44.51
4.02,0.7,28.26
6.87,2.64,96.44
5.61,1.07,50.61
5.91,-11.24,-308.1
4.6,-8.61,-188.36
4.03,-0.45,-34.01
5.76,0.11,40.44
4.12,2.55,50.4
5.13,3.42,78.98
5.71,5.03,121.31
6.27,-0.78,-63.63
5.06,-7.34,-167.8
5.19,7.81,174.93
4.93,-0.18,-40.13
3.77,0.2,21.81
5.1,-6.49,-148.38
6.11,3.83,104.88
4.32,1.71,42.39
6.64,5.8,160.79
6.41,-0.44,-60.82
6.46,3.11,97.6
2.59,-1.79,-33.12
4.64,0.11,28.57
4.91,-3.44,-83.77
4.45,-0.81,-41.62
5.26,-3.88,-97.51
6.03,3.64,99.43
4.89,0.83,38.72
6.44,-4.37,-131.0
4.5,0.61,32.11
5.7,10.03,253.56
5.8,0.63,47.31
5.7,0.36,42.66
5.33,3.42,82.54
3.43,2.64,42.77
4.17,4.28,77.39
4.19,-3.37,-71.27
5.12,5.46,118.05
4.92,4.27,90.38
4.2,1.98,44.16
6.82,4.67,138.05
5.45,-2.02,-69.75
4.77,-1.83,-57.62
5.78,0.2,41.77
4.25,3.42,64.78
4.61,-7.81,-168.23
5.99,4.39,113.77
2.87,3.87,51.39
4.64,6.34,126.59
4.02,-4.69,-89.85
4.63,0.03,27.72
7.55,-8.68,-277.41
4.94,3.5,77.32
6.37,-3.07,-103.02
5.83,-3.3,-97.31
3.35,0.69,22.27
5.24,-0.61,-48.3
5.88,9.42,240.14
5.12,3.95,88.1
4.93,6.37,133.72
3.76,1.41,32.71
6.43,7.45,198.6
2.24,8.65,124.64
5.15,-4.12,-99.91
4.15,-5.16,-100.65
5.2,-0.52,-46.75
3.65,-11.38,-240.08
5.6,-3.43,-95.54
5.31,10.05,241.82
5.16,5.88,127.87
3.76,-8.99,-176.57
6.07,-0.3,-54.63
4.44,-4.02,-85.57
5.51,-5.17,-128.24
3.7,1.88,37.13
3.95,-8.64,-172.58
6.35,2.28,80.36
5.35,-0.21,-44.95
2.7,8.57,132.99
3.52,-3.78,-67.31
3.68,-2.54,-52.69
5.54,-5.4,-133.74
5.52,1.57,56.23
5.61,1.85,61.68
4.86,4.77,98.87
4.7,-1.21,-48.99
5.68,1.33,55.15
5.4,5.1,116.11
5.62,-2.27,-76.2
3.18,2.65,39.92
5.25,2.26,62.36
5.16,-2.63,-74.66
4.51,-1.62,-51.55
5.26,5.29,117.24
2.84,-9.12,-157.04
5.62,-2.51,-80.14
4.76,-1.11,-48.51
4.49,5.9,113.93
4.77,4.49,91.69
5.67,-7.34,-183.21
5.98,3.25,91.27
3.36,1.55,30.12
7.2,3.88,128.64
3.43,0.27,19.74
5.51,-3.22,-90.16
5.85,-2.18,-78.38
6.0,1.5,62.22
5.01,-9.29,-218.61
3.98,0.62,27.17
5.06,3.69,82.44
6.22,7.14,184.47
4.16,9.85,202.09
4.12,-3.93,-78.82
5.84,-6.2,-159.03
6.58,-6.07,-174.1
5.63,8.84,215.41
4.33,-12.48,-296.59
5.23,1.09,46.03
3.91,9.39,182.85
6.67,2.56,91.07
6.72,1.2,68.77
4.14,0.74,29.76
4.48,-7.86,-166.31
5.15,-4.09,-99.45
4.88,-1.16,-50.45
5.12,-3.49,-88.06
5.27,-2.82,-79.49
5.65,1.94,63.57
6.49,-3.11,-106.05
5.8,3.57,93.78
5.39,1.0,46.94
6.44,-0.05,-56.15
5.35,-6.21,-147.48
3.96,6.58,116.94
5.08,-6.13,-139.62
5.33,4.9,110.79
4.78,-1.1,-48.53
5.58,2.8,76.13
5.7,5.21,125.08
7.22,4.13,134.65
3.97,1.94,40.91
3.01,-2.41,-43.35
5.48,-0.72,-52.51
5.43,-4.48,-112.19
4.43,-4.49,-93.57
6.21,-0.26,-55.89
6.93,-0.54,-69.88
4.71,5.79,116.41
5.01,2.08,56.18
4.21,-0.03,-32.03
4.84,1.54,46.72
4.7,-1.82,-56.45
3.67,0.09,20.13
5.85,-5.37,-139.95
3.88,-1.52,-43.22
5.48,-8.2,-201.1
5.6,-5.01,-126.72
5.13,-0.69,-47.87
5.7,-4.2,-112.04
3.81,3.65,61.7
5.96,0.47,47.25
7.7,-9.73,-317.83
5.82,1.07,53.42
3.78,-5.42,-98.69
3.87,3.43,59.32
4.86,-3.11,-77.48
4.98,-3.12,-79.61
2.46,5.51,69.54
5.07,-6.36,-144.72
7.25,-2.57,-110.51
7.7,3.34,127.79
6.4,5.27,142.15
5.45,-0.07,-44.45
4.88,-1.26,-51.73
7.21,-2.8,-114.21
5.79,6.28,151.81
4.36,-2.13,-56.08
5.34,2.66,69.98
4.4,-0.33,-36.3
6.3,10.58,290.98
3.45,-1.08,-34.46
6.25,-5.36,-148.64
5.48,7.02,162.06
4.79,4.81,98.12
3.57,-5.74,-100.79
6.74,-10.06,-296.08
4.78,3.25,70.37
7.65,0.91,79.32
4.87,4.98,102.98
6.42,-0.68,-64.44
5.62,8.34,200.86
5.66,0.18,40.07
5.01,5.33,112.79
3.29,-3.17,-55.76
3.92,4.33,74.04
4.92,-9.64,-225.89
5.69,-1.34,-63.47
3.13,-1.01,-31.15
5.69,-6.41,-160.38
6.48,0.36,52.8
3.72,-5.09,-91.57
4.55,-8.33,-179.89
4.74,-6.39,-137.92
5.21,-3.67,-92.83
5.13,-4.55,-107.7
5.73,4.99,120.9
3.82,4.75,79.53
4.7,-4.0,-89.72
5.87,-2.6,-85.73
4.36,-1.63,-49.91
5.58,0.68,45.19
5.29,0.62,40.97
5.34,-6.04,-143.41
5.39,-8.34,-202.35
5.36,1.29,50.24
3.97,-0.15,-31.02
4.71,-0.95,-46.07
5.37,-8.88,-217.18
5.34,-7.54,-180.05
4.1,1.43,36.6
5.46,1.07,48.61
6.45,4.15,118.32
5.55,-4.1,-107.09
5.13,6.35,137.62
3.81,6.93,121.15
4.17,4.45,80.19
6.75,1.25,70.03
4.51,-1.9,-55.09
4.61,-2.44,-63.82
4.81,0.51,34.34
5.97,1.89,67.79
5.8,4.36,109.17
7.03,-4.7,-151.54
5.67,-0.67,-54.2
4.5,3.16,64.78
5.76,-1.91,-72.77
5.85,11.98,323.98
6.51,-5.58,-160.03
3.65,-0.26,-29.24
5.68,5.96,141.69
4.56,0.27,29.3
4.8,6.05,123.81
7.23,-3.11,-120.84
4.43,-5.97,-122.14
5.67,-5.78,-145.21
4.98,-10.11,-241.84
6.17,-4.74,-133.07
6.14,-4.93,-136.74
4.91,-2.18,-64.26
5.91,-4.22,-116.62
2.84,1.83,27.77
6.02,3.55,97.53
4.58,-3.95,-86.78
4.76,2.26,55.22
5.34,1.62,54.47
3.89,-0.59,-34.07
3.92,-7.59,-146.31
3.85,0.69,26.61
5.58,2.4,69.69
5.93,2.66,79.69
5.85,3.47,92.94
6.0,-0.32,-53.99
6.02,-2.08,-79.69
5.16,-7.75,-180.72
5.73,2.32,70.92
5.45,-0.5,-49.38
3.76,-0.29,-30.4
4.92,4.35,91.93
4.98,2.25,58.2
4.08,-8.81,-180.2
5.19,3.3,78.03
4.68,-17.16,-491.25
6.24,0.01,45.05
5.53,4.12,99.18
3.51,2.28,39.47
4.75,3.99,82.41
3.9,1.17,31.77
6.31,-7.91,-216.26
4.79,5.37,109.27
2.8,1.4,23.68
3.94,-2.37,-53.82
4.35,2.09,47.46
4.99,4.93,104.48
5.18,4.57,101.16
5.86,-1.89,-73.97
4.48,-1.93,-55.18
5.09,-1.38,-55.83
5.48,-0.37,-48.16
3.78,-4.53,-83.0
5.58,-2.93,-86.46
3.28,-6.93,-118.3
4.95,-0.18,-40.32
5.58,-13.2,-366.79
5.29,-5.38,-127.73
4.68,-1.33,-50.1
2.74,-11.59,-219.22
4.71,0.69,35.22
4.81,-4.69,-104.29
6.21,-2.88,-96.6
4.94,-8.5,-194.46
4.51,3.05,63.15
5.41,-0.8,-52.56
5.08,-3.74,-91.91
4.84,3.28,71.95
4.58,-2.97,-70.91
6.47,0.23,50.91
4.39,-8.84,-189.14
6.19,-1.63,-75.11
2.9,-3.6,-56.23
3.58,5.81,94.11
3.56,3.58,56.9
4.76,-6.38,-138.22
4.17,-2.78,-62.28
5.01,6.45,137.22
4.97,-3.84,-91.5
2.99,9.87,171.34
5.56,7.55,178.01
3.86,4.86,81.94
4.74,-1.52,-53.11
5.39,-1.49,-61.36
4.52,-4.04,-87.39
5.43,6.71,153.26
4.46,-7.61,-159.73
4.95,8.28,181.04
3.47,4.26,65.7
6.92,-1.58,-86.24
5.81,0.86,50.46
3.96,-3.24,-65.74
5.05,-0.64,-46.36
5.33,-1.04,-54.52
4.23,1.02,33.59
3.98,8.37,158.73
6.48,-0.57,-63.72
5.02,-3.35,-84.07
4.48,-3.11,-71.58
6.09,4.89,126.45
3.74,-2.3,-50.53
3.79,4.26,70.83
4.79,-3.99,-91.12
4.84,3.15,69.92
5.51,2.28,66.79
5.05,-1.38,-55.38
4.61,-4.54,-97.73
4.22,-4.89,-96.95
4.78,3.07,67.61
4.78,-0.16,-38.4
5.29,1.33,49.83
5.06,6.32,135.65
5.24,8.85,204.62
5.05,5.06,108.2
3.92,9.96,198.64
4.22,1.87,43.05
4.11,-2.8,-61.82
4.58,-3.04,-72.13
4.72,-5.11,-110.8
2.6,-7.86,-123.27
5.36,1.53,53.45
7.03,1.69,82.09
3.6,0.21,20.53
3.18,0.57,20.08
3.01,-2.86,-48.44
6.17,-4.37,-125.04
4.27,1.89,43.92
5.34,-5.03,-121.63
5.97,-1.7,-72.79
5.56,-9.25,-233.34
4.36,2.62,54.72
3.87,2.96,52.72
6.2,-0.49,-58.84
3.14,-2.98,-51.52
3.21,-3.35,-57.07
4.38,1.0,34.96
4.74,3.29,70.57
6.47,2.83,92.48
5.68,-1.38,-63.95
6.11,-3.85,-113.22
4.19,-2.16,-54.4
4.87,-2.64,-70.38
5.04,-6.47,-146.53
6.49,2.12,80.17
3.81,3.4,58.03
6.37,2.3,81.13
4.53,-0.68,-41.2
5.54,1.09,49.94
3.82,-1.09,-38.06
5.16,5.34,116.2
4.32,14.31,352.77
6.89,0.33,58.19
3.47,-4.31,-74.45
5.46,-3.83,-100.37
3.8,4.89,81.45
5.41,-6.83,-163.81
4.81,-0.14,-38.55
5.08,-8.71,-203.93
4.33,-3.11,-69.28
5.86,9.5,242.11
4.34,9.48,197.01
4.98,-11.66,-290.87
4.38,-8.05,-168.72
5.64,-4.12,-109.28
5.75,5.15,124.67
5.27,-7.3,-172.11
3.45,1.69,32.41
7.08,3.75,123.19
3.84,10.42,209.29
3.93,-1.47,-43.17
5.89,3.27,90.05
6.56,3.37,104.56
5.26,-0.27,-44.51
2.63,5.0,64.2
4.39,2.1,48.19
6.43,-5.86,-164.83
7.03,0.91,69.08
6.04,4.15,109.71
4.65,-0.0,-35.64
6.17,4.91,128.75
4.45,5.72,109.37
4.44,1.0,35.58
5.06,-0.25,-42.16
6.62,-2.46,-96.52
4.7,2.43,56.96
5.04,-2.83,-76.02
3.73,-0.57,-32.5
4.82,6.11,125.63
6.2,-3.62,-110.42
4.36,-0.55,-38.09
5.17,2.67,67.48
6.11,3.75,103.28
6.53,-0.22,-59.57
7.32,6.67,201.68
4.54,-3.61,-80.41
7.14,-6.18,-191.59
4.81,2.38,57.71
5.71,-0.16,-48.43
5.73,0.36,43.04
2.35,-4.99,-67.83
4.85,-0.82,-46.08
5.43,8.31,194.9
5.56,7.25,170.17
4.77,-8.75,-196.85
5.27,2.86,72.05
6.62,-0.04,-58.36
3.43,-6.5,-112.62
4.39,13.67,332.23
6.55,-8.48,-240.07
4.9,4.35,91.66
6.12,1.82,68.95
4.06,-0.37,-33.69
5.34,3.94,92.01
4.56,-11.42,-269.56
4.81,-4.19,-95.04
6.12,-6.57,-174.85
4.36,-3.39,-74.04
6.67,-3.53,-118.17
3.66,7.06,120.9
4.07,3.87,69.02
5.96,-2.11,-79.19
6.5,3.87,113.61
5.23,-1.24,-55.9
5.24,-5.34,-125.94
7.18,0.26,61.46
5.31,-3.29,-88.03
5.45,8.22,193.06
4.19,-12.98,-308.79
4.1,5.53,98.65
4.36,-3.36,-73.64
7.63,-1.41,-95.82
4.92,-3.74,-89.08
5.34,4.85,109.76
4.89,2.39,59.05
5.5,-4.37,-111.4
3.3,-4.32,-72.07
4.79,-7.81,-172.71
5.63,-4.07,-107.92
3.76,-2.31,-50.82
3.97,4.26,73.69
6.41,2.0,76.76
4.31,-5.81,-116.38
6.58,-1.59,-80.63
4.63,2.52,57.15
2.89,-0.07,-22.76
4.55,-5.23,-109.6
3.43,-0.89,-32.67
3.31,4.76,71.03
4.12,2.48,49.62
3.35,-0.19,-26.53
5.33,-7.21,-171.41
4.62,1.9,48.5
4.73,-2.43,-65.4
4.69,-3.72,-84.85
4.02,-5.88,-111.97
5.06,5.46,116.68
6.59,-4.29,-132.42
4.8,-3.93,-90.26
4.83,8.01,170.7
2.98,-7.4,-121.89
5.71,-4.15,-111.27
5.1,9.39,215.84
5.56,7.76,183.34
6.98,-3.75,-129.24
4.6,-5.3,-111.95
5.29,-3.08,-84.02
5.96,-1.87,-75.21
5.81,5.78,140.43
5.2,9.91,234.49
4.33,0.7,31.3
5.54,2.22,66.16
4.07,8.46,163.21
4.29,0.16,25.74
4.77,-10.75,-254.84
4.38,-0.85,-41.32
4.96,3.31,74.33
5.58,0.5,42.98
4.74,3.78,78.59
5.76,6.16,148.09
3.73,2.41,43.79
4.75,0.18,30.27
5.81,3.93,100.69
3.09,-9.81,-180.52
6.46,-5.08,-147.17
5.82,-4.45,-119.43
4.83,0.77,37.3
6.25,-1.7,-77.3
6.02,5.25,133.0
4.44,-9.28,-202.26
5.96,-2.71,-89.21
5.72,0.45,44.03
4.92,-3.16,-79.19
5.61,2.28,68.12
5.63,4.56,109.77
3.93,2.93,53.1
4.32,-0.48,-37.0
3.85,0.55,25.41
3.16,4.54,65.27
4.26,-0.08,-32.83
5.12,0.24,34.73
5.14,-3.19,-83.32
4.6,6.3,124.87
6.44,4.22,119.72
6.02,-9.22,-246.29
3.36,-1.41,-36.81
4.54,0.31,29.48
6.06,0.41,47.97
6.29,-3.79,-115.7
5.22,-6.63,-154.41
5.05,9.69,223.08
4.86,9.17,202.8
4.67,-0.85,-44.44
7.31,-3.65,-134.12
6.39,0.05,47.42
3.72,2.58,45.73
4.21,-2.91,-64.68
5.77,-3.27,-95.63
6.29,-2.76,-96.04
6.96,0.01,54.59
5.86,-5.23,-137.0
6.82,4.36,131.12
7.63,-1.69,-100.85
5.72,2.5,73.65
4.21,0.44,27.64
5.76,5.24,126.97
4.75,-2.27,-63.3
3.53,-8.11,-149.54
2.43,-4.99,-69.09
3.74,-0.22,-29.67
5.74,-0.99,-59.33
6.17,-2.65,-91.93
4.71,-5.95,-127.68
3.63,0.36,21.93
3.86,-13.87,-328.19
6.13,-1.63,-74.21
4.92,-2.57,-70.18
5.84,3.03,84.66
5.53,-0.54,-50.81
3.85,0.95,29.04
6.31,2.81,89.15
4.09,3.08,57.43
3.13,-5.44,-87.32
6.69,-5.72,-167.98
4.58,0.16,28.5
4.76,2.31,55.9
6.38,9.2,248.87
6.43,-2.63,-96.11
5.66,4.73,113.91
5.61,7.99,191.05
6.01,-1.47,-69.9
5.27,-3.04,-83.15
6.23,-3.85,-115.55
5.19,-9.42,-227.49
4.67,2.01,50.65
5.5,3.51,87.14
2.34,0.12,12.02
5.37,0.97,46.26
4.9,-3.92,-91.7
6.02,-0.36,-54.74
5.59,-0.06,-45.99
5.22,-1.29,-56.43
6.16,-3.89,-114.98
4.97,-0.81,-47.45
5.52,-4.58,-115.9
5.76,5.19,125.89
5.81,7.7,188.58
4.18,-3.34,-70.61
3.4,-4.67,-79.04
4.96,-1.78,-59.38
5.23,-3.0,-81.66
5.54,-2.3,-75.46
4.92,-5.66,-126.01
5.82,-0.4,-52.64
6.32,-3.65,-113.49
2.31,-11.19,-196.19
5.26,3.83,88.64
5.02,0.39,35.28
4.96,1.08,42.56
4.01,2.31,45.88
4.53,-2.34,-61.23
5.68,-3.72,-102.32
4.97,-0.2,-40.76
4.37,1.93,45.7
5.5,-0.47,-49.57
4.99,-11.89,-299.11
3.83,-2.26,-51.07
5.56,-0.47,-50.26
7.99,0.12,71.82
5.77,1.63,60.67
5.84,3.88,100.4
6.92,-3.82,-129.4
5.63,-2.22,-75.77
3.95,3.44,60.68
6.13,2.94,88.19
4.73,-11.82,-287.9
5.82,-0.28,-51.16
4.45,-9.56,-210.35
